parentCompany,businessName,businessType,expires,street,city,state,zip,Latitude,Longitude,Accuracy Score,Street,City,State,County,Zip
ROCKY MOUNTAIN MOONSHINE INC.,ROCKY MOUNTAIN MOONSHINE,Liquor Store (city), 04/01/2016,76827 US HIGHWAY 40,Fraser,CO,80442,39.945207,-105.813821,0.8, Us Hwy,Fraser,CO,Grand County,80442
FREDERICK STORE INC.,FREDERICK STORE,Liquor Store (city), 01/28/2016,340A 5TH ST,Frederick,CO,80530,40.098638959184,-104.9375497551,1,340 A 5th St,Frederick,CO,Weld County,80530
GLACIER LIQUORS LLC,GLACIER LIQUORS,Liquor Store (city), 12/27/2015,3652 RELIANCE DR,Frederick,CO,80516,40.021678,-105.039244,0.8, Reliance Dr,Erie,CO,Weld County,80516
BACCHUS LLC,FRISCO WINE MERCHANT,Liquor Store (city), 06/14/2016,111 MAIN ST UNIT 1,Frisco,CO,80443,39.575333408163,-106.10157514286,1,111 Main St,Frisco,CO,Summit County,80443
BASECAMP WINE & SPIRITS LLC,BASECAMP WINE & SPIRITS,Liquor Store (city), 10/29/2015,223 LUSHER COURT UNIT 1,Frisco,CO,80443,39.589627,-106.098883,0.8, Lusher Ct,Frisco,CO,Summit County,80443
FRISCO LIQUORS INC,FRISCO LIQUORS INC,Liquor Store (city), 06/07/2016,416 MAIN ST,FRISCO,CO,804439999,39.575256291667,-106.10945558333,1,416 Main St,Frisco,CO,Summit County,80443
GOLDEN LEAF OPPORTUNITY II INC,ANTLERS DISCOUNT LIQUORS,Liquor Store (city), 02/23/2016,842 N SUMMIT BLVD,Frisco,CO,80443,39.558929,-106.133183,0.33,0,Frisco,CO,Summit County,80443
SNOWBRIDGE LIQUORS LLC,SNOWBRIDGE SQUARE LIQUORS,Liquor Store (county), 06/01/2016,760 COPPER RD C-107A,Frisco,CO,80443,39.502569456376,-106.1561735302,0.9,760 Co Rd,Frisco,CO,Summit County,80443
BEST BOYS LLC,FRUITA LIQUOR MART,Liquor Store (city), 05/31/2016,423 E HWY 6 & 50,FRUITA,CO,815212628,39.156482261307,-108.73516027638,1,423 Us Hwy,Fruita,CO,Mesa County,81521
DEE & BEE INC,JACKALOPE LIQUORS,Liquor Store (city), 06/07/2016,404 JURASSIC AVE UNIT B,FRUITA,CO,815219535,39.15189295302,-108.73950369128,1,404 Jurassic Ct,Fruita,CO,Mesa County,81521
IN THE MIDDLE LIQUORS INC,IN THE MIDDLE LIQUORS,Liquor Store (city), 09/22/2015,303 US HWY 6 & 50,FRUITA,CO,81521,39.156586884422,-108.73566439698,1,303 Us Hwy,Fruita,CO,Mesa County,81521
LLENROC LIQUORS LLC,CENTER TOWN LIQUORS,Liquor Store (city), 04/07/2016,136 SOUTH MESA,Fruita,CO,815212517,39.1577775,-108.7336505,1,136 S Mesa St,Fruita,CO,Mesa County,81521
PRINGLE ENTERPRISES INC,PRINGLE BROS FINE WINE & SPIRITS,Liquor Store (city), 02/04/2016,2100 W DRAKE NO11,FT COLLINS,CO,805261400,40.55285,-105.115139,1,2100 W Drake Rd,Fort Collins,CO,Larimer County,80526
SOUTH COLLEGE LIQUORS INC,SOUTH COLLEGE LIQUORS,Liquor Store (city), 01/16/2016,2724 S COLLEGE AVE,FT COLLINS,CO,805252140,40.550423142857,-105.07702940816,1,2724 S College Ave,Fort Collins,CO,Larimer County,80525
WINE & LIQUOR SPECIALS INC,WINE AND LIQUOR SPECIALS,Liquor Store (city), 10/06/2015,2439 S COLLEGE AVE,FT COLLINS,CO,805251754,40.556370142857,-105.07697938776,0.8,2439 S College Ave,Fort Collins,CO,Larimer County,80525
BUTLER MANAGEMENT SVCS LLC,CAMPSITE PIZZA,Liquor Store (county), 05/31/2013,4025 CTY RD 38 E,FT COLLINS,CO,80526,40.504982333333,-105.15096333333,0.9,4025 W Co Rd 38 E,Fort Collins,CO,Larimer County,80526
CHI AND YU INC,ZIPPY'S LIQUOR,Liquor Store (county), 06/30/2016,125 E COUNTY RD 32,FT COLLINS,CO,805256951,40.480167117647,-105.07692194118,1,125 E Co Rd,Fort Collins,CO,Larimer County,80525
DAKOTA KIDS INC,HORSETOOTH LIQUOR,Liquor Store (county), 05/15/2016,4791 W COUNTY RD 38E,FT COLLINS,CO,805265054,40.519174111111,-105.16859477778,1,4791 W Co Rd 38 E,Fort Collins,CO,Larimer County,80526
JJ'S LIQUOR LLC,JJ'S LIQUOR,Liquor Store (county), 03/06/2016,4015 S TAFT HILL RD #3,FT COLLINS,CO,805267416,40.532069046512,-105.11514604651,1,4015 S Taft Hill Rd,Fort Collins,CO,Larimer County,80526
SUPERMARKET LIQUORS INC,SUPERMARKET LIQUORS INC,Liquor Store (county), 10/03/2015,1300 E MULBERRY,FT COLLINS,CO,805243516,40.581451,-105.0541,1,1300 E Mulberry St,Fort Collins,CO,Larimer County,80524
MIDCAP LLC,NORTH MAIN LIQUOR,Liquor Store (city), 02/03/2016,716 MAIN ST,FT MORGAN,CO,807012028,40.255592,-103.80149744898,1,716 Main St,Fort Morgan,CO,Morgan County,80701
REATA LIQUORS INC,REATA LIQUORS,Liquor Store (city), 05/17/2016,1305 N BARLOW RD,FT MORGAN,CO,807014367,40.265104034207,-103.77267230446,1,1305 Barlow Rd,Fort Morgan,CO,Morgan County,80701
EBY STEPHEN E EBY BETTY J,EAST PLATTE AVENUE LIQUORS,Liquor Store (county), 05/09/2016,19309 E PLATTE AV,FT MORGAN,CO,807010000,40.253976,-103.793728,0.8, E Platte Ave,Fort Morgan,CO,Morgan County,80701
TRUJILLO WILLIAM R,GARDNER LIQUORS,Liquor Store (county), 07/01/2016,25153 HWY 69,Gardner,CO,81040,37.783382333333,-105.16351175,0.8,25153 State Hwy,Gardner,CO,Huerfano County,81040
GEORGETOWN WINE AND SPIRITS LLC,GEORGETOWN WINE AND SPIRITS,Liquor Store (city), 06/17/2016,1406 ARGENTINE,GEORGETOWN,CO,80444,39.712869285714,-105.69571671429,1,1406 Argentine St,Georgetown,CO,Clear Creek County,80444
GILCREST LIQUOR INC,GILCREST LIQUOR,Liquor Store (city), 04/07/2016,505 RAILROAD ST,GILCREST,CO,80623,40.278652,-104.781487,0.8, Railroad St,Gilcrest,CO,Weld County,80623
COST PLUS INC,COST PLUS WORLD MARKET,Liquor Store (city), 02/06/2016,770 S COLORADO BLVD,Glendale,CO,80246,39.701982882353,-104.94072788235,1,770 S Colorado Blvd,Denver,CO,Denver County,80246
LEETSDALE LIQUOR INC,LEETSDALE LIQUOR,Liquor Store (city), 10/08/2015,4996 LEETSDALE DR,Glendale,CO,80246,39.708581557789,-104.92955696482,1,4996 Leetsdale Dr,Denver,CO,Denver County,80246
YKIM CORPORATION,CHERRI PLAZA LIQUORS,Liquor Store (city), 03/02/2016,4611 E MISSISSIPPI AVE,Glendale,CO,80246,39.696598693878,-104.9338992449,1,4611 E Mississippi Ave,Denver,CO,Denver County,80246
BRADY DUO LLC,COOPER WINE & SPIRITS,Liquor Store (city), 09/30/2015,732 COOPER  & SPIRITS,Glenwood Springs,CO,81601,39.54726395122,-107.32367458537,0.9,732 Cooper Ave,Glenwood Springs,CO,Garfield County,81601
GLENWOOD FOOD & FUEL INC,GENOS,Liquor Store (city), 12/20/2015,0023 B MEL REY RD,GLENWOOD SPRINGS,CO,816012545,39.565581,-107.361148,0.8, Co Hwy,Glenwood Springs,CO,Garfield County,81601
GLENWOOD LIQUOR CABINET LLC,TURTLE'S GLENWOOD LIQUORS,Liquor Store (city), 08/21/2015,1918 GRAND AVE,Glenwood Springs,CO,816014114,39.532731836735,-107.32524902041,1,1918 Grand Ave,Glenwood Springs,CO,Garfield County,81601
GRAND AVENUE LIQUORS INC,GRAND AVENUE LIQUORS,Liquor Store (city), 07/12/2016,1512 GRAND AVE #108,Glenwood Springs,CO,816013855,39.538789676768,-107.32501831313,1,1512 Grand Ave,Glenwood Springs,CO,Garfield County,81601
KELLER DOUGLAS W,MOUNTAIN MARKET,Liquor Store (city), 11/07/2015,3950 MIDLAND AVE,GLENWOOD SPRINGS,CO,816014603,39.509653,-107.318422,1,3950 Midland Ave,Glenwood Springs,CO,Garfield County,81601
RED MOUNTAIN WINE AND SPIRITS INC,RED MOUNTAIN WINE AND SPIRITS,Liquor Store (city), 06/09/2016,45 MARKET STREET #D,Glenwood Springs,CO,816018506,39.601448,-107.304314,0.33,0,Glenwood Springs,CO,Garfield County,81601
ROARING FORK LIQUORSINC,ROARING FORK LIQUORS,Liquor Store (city), 10/22/2015,3120C BLAKE AVE,GLENWOOD SPRINGS,CO,816014464,39.519784090909,-107.31950581818,1,3120 C Blake Ave,Glenwood Springs,CO,Garfield County,81601
SPRINGS ENTERPRISES LTD,SPRINGS LIQUORS THE,Liquor Store (city), 10/28/2015,214 6TH ST,Glenwood Springs,CO,816013034,39.55023473913,-107.32536845652,1,214 6th St,Glenwood Springs,CO,Garfield County,81601
UNCLE SIDS BOTTLES INC,UNCLE SIDS BOTTLES,Liquor Store (city), 12/13/2015,2306 GLEN AVE,GLENWOOD SPRINGS,CO,816014334,39.601448,-107.304314,0.33,0,Glenwood Springs,CO,Garfield County,81601
82 LIQUORS LTD,82 LIQUORS,Liquor Store (county), 09/09/2015,2550 HWY 82 A-112 & 116,Glenwood Springs,CO,81601,39.519039,-107.320156,1,2550 State Hwy,Glenwood Springs,CO,Garfield County,81601
RHINO LIQUORS INC,RHINO LIQUORS,Liquor Store (county), 12/01/2015,6820 HWY 82,GLENWOOD SPRINGS,CO,816019627,39.466399491525,-107.26457884746,0.9,6820 State Hwy,Glenwood Springs,CO,Garfield County,81601
CANDELARIA LLC,CLEAR CREEK WINE & SPIRITS,Liquor Store (city), 09/17/2015,711 WASHINGTON AVENUE,Golden,CO,80401,39.759865,-105.225492,1,711 Washington Ave,Golden,CO,Jefferson County,80401
CANYON POINT WINE & SPIRIT INC,CANYON POINT WINE & SPIRIT,Liquor Store (city), 08/05/2015,103 N RUBEY DR #1 & 2,GOLDEN,CO,804032456,39.762432,-105.23294033333,1,103 N Rubey Dr,Golden,CO,Jefferson County,80403
DAIHAN LLC,GOLDEN TOWN LIQUOR,Liquor Store (city), 08/19/2015,"17121 S. GOLDEN ROAD, UNIT 115",Golden,CO,80401,39.739044989899,-105.19594922222,1,17121 S Golden Rd,Golden,CO,Jefferson County,80401
DHILLON ENTERPRISES INC,GOLDEN VILLAGE LIQUOR,Liquor Store (city), 02/26/2016,17730 S GOLDEN RD,Golden,CO,80401,39.741096677419,-105.19908883871,1,17730 S Golden Rd,Golden,CO,Jefferson County,80401
JIRO LLC,WINERY LIQUORS,Liquor Store (city), 08/05/2016,17851 W COLFAX AVE,Golden,CO,80401,39.720472771812,-105.20006006711,0.9,17851 Us Hwy,Golden,CO,Jefferson County,80401
"LE BLANC, LLC",GOLDEN WINE,Liquor Store (city), 04/08/2016,"601 16TH STREET, UNIT E",Golden,CO,80401,39.753324,-105.21614,1,601 16th St,Golden,CO,Jefferson County,80401
ROCKY MOUNTAIN SWIRL INC,LIGHT RAIL WINE & ALE,Liquor Store (city), 06/10/2016,14799 W 6TH AVE,Golden,CO,804015298,39.724472,-105.163829,0.9,14799 W 6th Ave Frontage Rd,Golden,CO,Jefferson County,80401
SNK INTERNATIONAL,HERITAGE LIQUOR,Liquor Store (city), 05/19/2016,750 HERITAGE ROAD,Golden,CO,80401,39.726876040816,-105.20987253061,1,750 Heritage Rd,Golden,CO,Jefferson County,80401
VERSIUS INC,GOLDEN LIQUOR,Liquor Store (city), 05/24/2016,601 13TH ST,GOLDEN,CO,804011901,39.755784,-105.218441,1,601 13th St,Golden,CO,Jefferson County,80401
YDF ENTERPRISES LLC,FOSS BUILDING WINE & SPIRITS,Liquor Store (city), 02/25/2016,"1224 WASHINGTON AVE, #4",GOLDEN,CO,804011145,39.755192734694,-105.22113020408,1,1224 Washington Ave,Golden,CO,Jefferson County,80401
AKA LIQUORS LLC,ACE LIQUOR,Liquor Store (county), 02/19/2016,16265 S GOLDEN RD,Golden,CO,80401,39.734967707071,-105.18283450505,1,16265 S Golden Rd,Golden,CO,Jefferson County,80401
FLINTLOCK ENTERPRISES INC,GENESEE WINE AND SPIRITS,Liquor Store (county), 03/03/2016,25948 GENESEE TRAIL ROAD UNIT H,GOLDEN,CO,804015762,39.70906189916,-105.29459531092,1,25948 Genesee Trail Rd,Golden,CO,Jefferson County,80401
FRED'S LIQUOR INC,FRED'S LIQUOR,Liquor Store (county), 07/02/2016,1895 YOUNGFIELD ST #2,Golden,CO,80401,39.745032313131,-105.1423649596,1,1895 Youngfield St,Golden,CO,Jefferson County,80401
LAHIA GROUP LIMITED LLC,CANYON LIQUORS,Liquor Store (county), 11/14/2015,30550 HWY 72,Golden,CO,804038469,39.905535058824,-105.34722797059,0.9,30550 State Hwy,Golden,CO,Jefferson County,80403
LEE SANG MU,OLD GOLDEN ROAD LIQUORS,Liquor Store (county), 06/22/2016,15750 OLD GOLDEN RD,Golden,CO,804013948,39.733903979592,-105.176735,1,15750 S Golden Rd,Golden,CO,Jefferson County,80401
CHOAT ENTEPRISES LLC,SYLWA'S LIQUOR,Liquor Store (city), 10/03/2015,105 WEST GOFF,Granada,CO,81041,38.062731208333,-102.3103901875,0.8,105 W Goff Ave,Granada,CO,Prowers County,81041
ANDERSON ROBERT F ANDERSON JOANN,R & J LIQUOR,Liquor Store (city), 04/23/2016,88 E AGATE AVE,GRANBY,CO,804460000,40.085579837209,-105.94089976744,1,88 E Agate Ave,Granby,CO,Grand County,80446
BGL LLC,GRANBY MARKETPLACE LIQUOR,Liquor Store (city), 03/12/2016,1131 THOMPSON RD  # 102,Granby,CO,80446,40.063949,-105.9303,0.8, Thompson Rd,Granby,CO,Grand County,80446
G & R PROPERTIES INC,SPIRIT N THINGS,Liquor Store (city), 10/28/2015,413 E AGATE AVE,GRANBY,CO,80446,40.085004428571,-105.9355267551,1,413 E Agate Ave,Granby,CO,Grand County,80446
BOMBACE KENNETH A,FOUR SEASONS LIQUOR STORE,Liquor Store (county), 11/08/2015,10118 U S HWY 34,GRANBY,CO,804469249,40.125927660656,-105.88601240492,1,10118 U Us Hwy,Granby,CO,Grand County,80446
CARSON INC,JOHNY'S BEER & LIQUOR,Liquor Store (city), 05/07/2016,2648 PATTERSON ROAD,GRAND JUNCTION,CO,815061941,39.091837,-108.561606,0.9,2648 F Rd,Grand Junction,CO,Mesa County,81506
CHANNCL LLC,TELLER ARMS LIQUOR,Liquor Store (city), 08/24/2015,2353 BELFORD AVE,Grand Junction,CO,815015129,39.075583469388,-108.53768238776,1,2353 Belford Ave,Grand Junction,CO,Mesa County,81501
COLLEGE LIQUORS INC,COLLEGE LIQUORS,Liquor Store (city), 10/28/2015,2695 PATTERSON RD  UNIT 9,Grand Junction,CO,815068848,39.0918524375,-108.552974375,0.7,2695 F Rd,Grand Junction,CO,Mesa County,81506
DANCING SPIRITS LLC,HORIZON LIQUOR,Liquor Store (city), 07/21/2016,715 HORIZON DR  STE 207,Grand Junction,CO,81506,39.1083066875,-108.5431370625,1,715 Horizon Dr,Grand Junction,CO,Mesa County,81506
FISHERS LIQUOR BARN INC,FISHERS LIQUOR BARN,Liquor Store (city), 09/18/2015,2438 PATTERSON ROAD,GRAND JUNCTION,CO,815051210,39.094299833333,-108.60196316667,0.9,2438 F Rd,Grand Junction,CO,Mesa County,81505
HILLTOP LIQUORS INC,HILLTOP LIQUOR STORE,Liquor Store (city), 06/23/2013,1563 HWY 50 SOUTH,GRAND JUNCTION,CO,815031762,39.052458407895,-108.56669498684,1,1563 Us Hwy,Grand Junction,CO,Mesa County,81503
JEMSKT INC,COUNTRY CLUB LIQUORS,Liquor Store (city), 01/12/2016,683 HORIZON DR #105,Grand Junction,CO,815065279,39.104515384615,-108.54747184615,1,683 Horizon Dr,Grand Junction,CO,Mesa County,81506
JUNCTION LIQUORS LLC,FUN JUNCTION LIQUORS,Liquor Store (city), 09/18/2015,"510 28 3/4 ROAD, UNITS 202-205",Grand Junction,CO,81501,39.069019,-108.583126,0.33,0,Grand Junction,CO,Mesa County,81501
MALABO LLC,GC DISCOUNT LIQUORS,Liquor Store (city), 09/03/2015,200 WEST GRAND AVENUE,GRAND JUNCTION,CO,815057304,39.070329,-108.572161,1,200 W Grand Ave,Grand Junction,CO,Mesa County,81501
MIGHTY MENG LLC,NORTH AVENUE LIQUOR,Liquor Store (city), 06/09/2016,807 NORTH AVE,Grand Junction,CO,815013139,39.077403816327,-108.55926108163,1,807 North Ave,Grand Junction,CO,Mesa County,81501
MIMOSA INC,FAIRGROUND WINE & LIQUOR,Liquor Store (city), 02/10/2016,2771 B 1/2 ROAD,GRAND JUNCTION,CO,815032188,39.029795,-108.434062,0.33,0,Grand Junction,CO,Mesa County,81503
PETE'S HOUSE OF SPIRITS INC,PETE'S HOUSE OF SPIRITS INC,Liquor Store (city), 06/23/2016,1560 NORTH AVENUE,GRAND JUNCTION,CO,815016407,39.07738944898,-108.54701634694,1,1560 North Ave,Grand Junction,CO,Mesa County,81501
RUSH CORPORATION,KOKOPELLI LIQUOR,Liquor Store (city), 04/21/2016,2996 D ROAD,GRAND JUNCTION,CO,815048604,39.079602,-108.491247,0.33,0,Grand Junction,CO,Mesa County,81504
SINH LLC,REDLANDS LIQUOR,Liquor Store (city), 07/13/2016,2500 BROADWAY SPACE A8,Grand Junction,CO,815032766,39.065187,-108.588886,0.9,2500 Broadway,Grand Junction,CO,Mesa County,81507
STONER ENTERPRISES LTD,ANDY'S LIQUOR MART,Liquor Store (city), 01/17/2016,922 NORTH 1ST STREET,GRAND JUNCTION,CO,815012240,39.075654387755,-108.57086765306,0.9,922 N 1st St,Grand Junction,CO,Mesa County,81501
VAT LLC,JACK RABBIT LIQUOR,Liquor Store (city), 03/11/2016,2681 UNAWEEP AVE UNIT C & D,GRAND JUNCTION,CO,815034421,39.048425,-108.554561,0.9,2681 C Rd,Grand Junction,CO,Mesa County,81503
WALTERSCHEID INVSTMT CONSULTING INC,ALL PRO LIQUOR,Liquor Store (city), 03/07/2016,2913 PATTERSON RD #104,Grand Junction,CO,815045488,39.091837,-108.575445,0.8, F Rd,Grand Junction,CO,Mesa County,81505
CORONADO LIQUOR MART LLC,CORONADO LIQUOR MART,Liquor Store (county), 06/11/2016,569 32 RD 3A,GRAND JUNCTION,CO,815046095,39.086365,-108.459949,0.9,569 32nd Rd,Grand Junction,CO,Mesa County,81504
DAWNETT & STEVE ENTERPRISES INC,ENTERPRISE LIQUOR,Liquor Store (county), 07/22/2016,2923 NORTH AVENUE #7,Grand Junction,CO,815014977,39.07731775,-108.51453803571,0.8,2923 North Ave,Grand Junction,CO,Mesa County,81501
FRUITVALE LIQUORS INC,FRUITVALE LIQUORS,Liquor Store (county), 01/05/2016,505 30 ROAD,GRAND JUNCTION,CO,815045736,39.079602,-108.491247,0.33,0,Grand Junction,CO,Mesa County,81504
J&B HITCHING POST LLC,TRADING POST LIQUORS,Liquor Store (county), 02/27/2016,2898 HWY 50,GRAND JUNCTION,CO,815033902,39.030217,-108.51536,0.9,2898 Us Hwy,Grand Junction,CO,Mesa County,81503
MONUMENT VILLAGE LIQUORS LLC,MONUMENT VILLAGE LIQUORS,Liquor Store (county), 02/17/2016,2148 BROADWAY,Grand Junction,CO,815071098,39.086876555556,-108.65154016667,0.7,2148 Broadway,Grand Junction,CO,Mesa County,81507
THIRD & ROOD CORP,BOOKCLIFF LIQUORS,Liquor Store (county), 06/06/2016,3026 F ROAD,Grand Junction,CO,815014264,39.069019,-108.583126,0.33,0,Grand Junction,CO,Mesa County,81501
JAKE'S SPIRITS LLC,GRAND LAKE WINE & SPIRITS,Liquor Store (city), 03/29/2016,904 GRAND AVENUE,Grand Lake,CO,80447,40.251951387755,-105.82127812245,1,904 Grand Ave,Grand Lake,CO,Grand County,80447
MILES GROUP LLC,LAKEVIEW LIQUOR,Liquor Store (city), 09/28/2015,14626 US HWY 34,GRAND LAKE,CO,80447,40.249468,-105.836973,0.9,14626 Us Hwy,Grand Lake,CO,Grand County,80447
WALLER JOHN R,DISCOUNT LIQUOR,Liquor Store (county), 07/27/2016,10217 US HWY 34,GRAND LAKE,CO,804478808,40.197659,-105.869852,0.9,10217 Us Hwy,Grand Lake,CO,Grand County,80447
SCHAUER DONALD A,THE GRANT MOTEL,Liquor Store (county), 06/07/2016,49578 HIGHWAY 285,Grant,CO,804489900,39.45921456338,-105.66096523944,1,49578 Us Hwy,Shawnee,CO,Park County,80475
AFEWORKI LLC,MIDNIGHT LIQUOR,Liquor Store (city), 08/12/2015,1020 11TH ST,Greeley,CO,806313818,40.421187653061,-104.69482457143,1,1020 11th St,Greeley,CO,Weld County,80631
ASPEN CONSULTING INC,LIQUOR 4 LESS,Liquor Store (city), 07/15/2016,803 5TH ST,Greeley,CO,806312318,40.428587244898,-104.69080871429,1,803 5th St,Greeley,CO,Weld County,80631
BOOZE BROTHERS LIQUOR LLC,BOOZE BROTHERS LIQUOR,Liquor Store (city), 11/01/2015,2321 W 27TH ST #512B,Greeley,CO,806348054,40.393546636364,-104.71630454545,0.9,2321 W 27th St,Greeley,CO,Weld County,80634
C&C INCORPORATED LLC,BITTERSWEET LIQUORS,Liquor Store (city), 07/13/2016,3504 W 10TH ST,GREELEY,CO,806341824,40.422669636364,-104.7373000404,0.9,3504 Us Hwy,Greeley,CO,Weld County,80634
COLLEGE GREEN LIQUOR INC,COLLEGE GREEN LIQUOR,Liquor Store (city), 10/26/2015,4681 W 20TH ST,GREELEY,CO,806343224,40.405345387755,-104.75579661224,0.9,4681 W 20th Street Rd,Greeley,CO,Weld County,80634
CORAL BAY WINE & SPIRITS INC,CORAL BAY WINE & SPIRITS,Liquor Store (city), 11/03/2015,6624 W 10TH ST,GREELEY,CO,806349746,40.421376856089,-104.78652469373,0.7,6624 10th St,Greeley,CO,Weld County,80634
E BOURBON STREET INC,EAST BOURBON STREET SPIRITS,Liquor Store (city), 09/09/2015,102 E 22ND ST,Greeley,CO,806316085,40.402388346939,-104.67792740816,0.9,102 22nd St,Greeley,CO,Weld County,80631
GORDONS LIQUOR MART INC,GORDONS DISCOUNT LIQUOR MART,Liquor Store (city), 05/21/2016,2521 11TH AVE,GREELEY,CO,806316927,40.396941591837,-104.69693118367,1,2521 11th Ave,Greeley,CO,Weld County,80631
"GRAPES AND HOPS, LLC","GRAPES AND HOPS, LLC",Liquor Store (city), 02/19/2016,"6560 29TH STREET, SUITE 107",Greeley,CO,80634,40.387637,-104.732047,0.8, 29th St,Greeley,CO,Weld County,80634
GREELEY WEST SIDE LIQUOR INC,GREELEY WEST SIDE LIQUOR INC,Liquor Store (city), 10/08/2015,3017 W 10TH STREET,Greeley,CO,806345334,40.422885,-104.729849,0.9,3017 10th St,Greeley,CO,Weld County,80634
GREWAL'Z LLC,HOFFA'S DOWNTOWN LIQUOR,Liquor Store (city), 05/05/2016,1102 9TH ST,GREELEY,CO,806313219,40.42394722449,-104.69626397959,1,1102 9th St,Greeley,CO,Weld County,80631
HIGHLAND PARK LIQUORS LLC,HIGHLAND PARK LIQUORS,Liquor Store (city), 03/23/2016,1850 59TH AVENUE,Greeley,CO,80634,40.409208262626,-104.77511513131,1,1850 59th Ave,Greeley,CO,Weld County,80634
KARA KAUR KHASRIYA  INC,ZIP MART DISCOUNT LIQUOR,Liquor Store (city), 11/01/2015,1500 8TH AVE,Greeley,CO,806314606,40.415759851852,-104.69091496296,1,1500 8th Ave,Greeley,CO,Weld County,80631
LIQUOR TYME LLC,LIQUOR TYME,Liquor Store (city), 07/09/2015,108 8TH AVE,Greeley,CO,80631,40.433831734694,-104.69079353061,1,108 8th Ave,Greeley,CO,Weld County,80631
LONE STAR LIQUOR LLC,LONE STAR LIQUOR,Liquor Store (city), 03/19/2016,2724 11TH AVE,Greeley,CO,80631,40.392418928571,-104.69690659524,1,2724 11th Ave,Greeley,CO,Weld County,80631
MARDI GRAS OUTLET INC,MARDI GRAS LIQUOR,Liquor Store (city), 06/22/2015,2401 8TH AVE,Greeley,CO,806317034,40.399223,-104.691106,1,2401 8th Ave,Greeley,CO,Weld County,80631
MCREY LLC,HILLCREST LIQUOR,Liquor Store (city), 02/12/2016,5750 W 10TH ST UNIT G,GREELEY,CO,806344402,40.421303267857,-104.77222726786,0.9,5750 Us Hwy,Greeley,CO,Weld County,80634
ON THE ROCKS LLC,ON THE ROCKS,Liquor Store (city), 05/10/2016,4637 W 29TH ST UNIT 1,Greeley,CO,806349480,40.389278153846,-104.75466830769,0.9,4637 W 29th St,Greeley,CO,Weld County,80634
PEHOWA LLC,WESTERN LIQUOR & WINE,Liquor Store (city), 01/01/2016,1005 54TH AVE,Greeley,CO,80634,40.395741,-104.767996,0.8, 54th Ave,Greeley,CO,Weld County,80634
QUICKER LIQUOR INC,QUICKER LIQUOR,Liquor Store (city), 07/31/2015,1904 9TH STREET,Greeley,CO,806313028,40.424028489796,-104.70917671429,1,1904 9th St,Greeley,CO,Weld County,80631
"SIMER, LLC",10 MARKETPLACE LIQUOR,Liquor Store (city), 04/16/2016,4751 W 10TH ST,Greeley,CO,80634,40.42154796,-104.75645756,0.9,4751 Us Hwy,Greeley,CO,Weld County,80634
SONI THIARA LNC,HARRY'S LIQUOR,Liquor Store (city), 07/13/2015,328 18TH STREET,Greeley,CO,806315981,40.41009178,-104.6817295,1,328 18th St,Greeley,CO,Weld County,80631
VINTAGE LIQUORS LLC,VINTAGE LIQUORS,Liquor Store (city), 12/26/2015,403 8TH ST,Greeley,CO,806312435,40.424828265306,-104.68363485714,1,403 8th St,Greeley,CO,Weld County,80631
WESTLAKE WINE & SPIRIT INC,WESTLAKE WINE & SPIRIT INC,Liquor Store (city), 06/20/2016,2024 35TH AVE,GREELEY,CO,806343926,40.405782538462,-104.73654948718,0.9,2024 35th Avenue Ct,Greeley,CO,Weld County,80634
WOOD SIDE WINE-N- SPIRITS INC,WOOD SIDE WINE-N-SPIRITS,Liquor Store (city), 01/18/2016,1105 16TH ST,GREELEY,CO,806315401,40.413334,-104.737329,0.8, 16th Street Rd,Greeley,CO,Weld County,80634
WART KIMBERLY ROLAND,MIDLAND RAILS LIQUOR,Liquor Store (city), 03/31/2016,10550 UTE PASS AVE,GREEN MTN FALLS,CO,80819,38.934500454545,-105.01561690909,1,10550 Ute Pass Ave,Green Mountain Falls,CO,El Paso County,80819
WART NANCY L,MIDLAND RAILS LIQUOR,Liquor Store (city), 05/31/2013,10550 UTE PASS AVE,GREEN MTN FALLS,CO,80819,38.934500454545,-105.01561690909,1,10550 Ute Pass Ave,Green Mountain Falls,CO,El Paso County,80819
BELLEVIEW SQUARE WINE & SPIRITS LLC,TECH CENTER WINE & SPIRITS,Liquor Store (city), 01/06/2016,4920 S YOSEMITE STE C1,GREENWOOD VILLAGE,CO,801111351,39.626824171717,-104.88528020202,1,4920 S Yosemite St,Englewood,CO,Arapahoe County,80111
JMP EMTERPRISES OF COLORADO,CHERRY HILLS WINE SHOP,Liquor Store (city), 08/02/2015,5910 SOUTH UNIVERSITY BOULEVARD UNIT D-4,Greenwood Village,CO,801212879,39.609333833333,-104.9600095,0.9,5910 S University Blvd,Littleton,CO,Arapahoe County,80121
KWANG SHIN KIM INC,PRIDE WINE & LIQUOR,Liquor Store (city), 06/09/2016,9676 E ARAPAHOE RD  STE B,Greenwood Village,CO,80112,39.595026444444,-104.87649988889,1,9676 E Arapahoe Rd,Englewood,CO,Arapahoe County,80112
LMMC LLC,GOPHER LIQUORS,Liquor Store (city), 07/19/2016,5929 S UNIVERSITY BLVD,Greenwood Village,CO,801212835,39.609185571429,-104.96001042857,0.9,5929 S University Blvd,Littleton,CO,Arapahoe County,80121
